Data da Compra,Loja,UF,Categoria,Tamanho,Cor,Preço Unitário,Quantidade,Valor Total,Estação,Cidade,Tipo de Lead
2022-05-11,Loja_31,GO,Camiseta,PP,Verde,276.49,72,19907.28,Verão,Aparecida de Goiânia,Inbound
2023-04-16,Loja_22,RS,Calça Jeans,GG,Azul,261.38,34,8886.92,Verão,Pelotas,Inbound
2023-12-20,Loja_30,SC,Macacão,G,Preto,250.4,73,18279.2,Primavera,Joinville,Outbound
2022-01-18,Loja_6,DF,Vestido,P,Preto,104.5,93,9718.5,Primavera,Brasília,Inbound
2022-03-08,Loja_30,DF,Jaqueta,GG,Cinza,161.91,52,8419.32,Verão,Brasília,Outbound
2024-02-08,Loja_18,PE,Short,M,Vermelho,276.33,10,2763.3,Primavera,Caruaru,Inbound
2022-11-05,Loja_42,BA,Vestido,GG,Vermelho,95.71,67,6412.57,Inverno,Vitória da Conquista,Inbound
2023-01-27,Loja_20,RS,Jaqueta,P,Cinza,174.45,4,697.8,Primavera,Caxias do Sul,Inbound
2023-02-20,Loja_6,RJ,Vestido,M,Rosa,222.35,47,10450.45,Primavera,Niterói,Inbound
2022-01-07,Loja_13,SP,Calça Jeans,GG,Preto,240.39,75,18029.25,Primavera,São Paulo,Outbound
2022-12-16,Loja_14,BA,Blusa,G,Rosa,97.73,23,2247.79,Primavera,Feira de Santana,Outbound
2023-08-21,Loja_39,PE,Short,M,Rosa,204.74,80,16379.2,Outono,Caruaru,Outbound
2023-09-22,Loja_25,SP,Calça Jeans,GG,Branco,239.75,13,3116.75,Inverno,Campinas,Inbound
2022-12-24,Loja_50,RS,Vestido,M,Preto,202.09,97,19602.73,Primavera,Porto Alegre,Outbound
2022-06-28,Loja_12,PE,Macacão,PP,Verde,68.11,5,340.55,Outono,Olinda,Outbound
2023-10-25,Loja_11,SP,Camiseta,M,Vermelho,66.04,11,726.44,Inverno,São Paulo,Inbound
2022-09-17,Loja_47,PE,Macacão,G,Verde,38.37,72,2762.64,Inverno,Recife,Outbound
2022-11-29,Loja_33,PR,Saia,G,Azul,113.02,88,9945.76,Inverno,Maringá,Inbound
2024-03-09,Loja_2,GO,Camiseta,P,Amarelo,115.59,77,8900.43,Verão,Anápolis,Inbound
2022-02-04,Loja_32,BA,Blusa,GG,Vermelho,103.6,14,1450.4,Primavera,Salvador,Inbound
2023-11-14,Loja_42,GO,Macacão,M,Cinza,202.73,2,405.46,Inverno,Aparecida de Goiânia,Inbound
2022-03-31,Loja_49,RJ,Jaqueta,PP,Rosa,175.76,83,14588.08,Verão,Niterói,Outbound
2022-03-17,Loja_1,PR,Calça Jeans,G,Branco,159.97,82,13117.54,Verão,Curitiba,Inbound
2024-03-18,Loja_49,SC,Vestido,M,Branco,274.39,32,8780.48,Verão,Joinville,Inbound
2023-09-13,Loja_46,GO,Short,M,Cinza,142.01,42,5964.42,Inverno,Anápolis,Outbound
2022-07-23,Loja_15,RJ,Blusa,P,Azul,83.95,4,335.8,Outono,Rio de Janeiro,Outbound
2023-03-25,Loja_5,SC,Jaqueta,M,Preto,206.28,51,10520.28,Verão,Florianópolis,Inbound
2023-06-27,Loja_9,SP,Short,GG,Branco,119.8,14,1677.2,Outono,São Paulo,Inbound
2022-12-06,Loja_24,BA,Calça Jeans,PP,Vermelho,138.07,63,8698.41,Primavera,Salvador,Outbound
2023-07-10,Loja_40,SP,Short,GG,Rosa,183.27,10,1832.7,Outono,São Paulo,Outbound
2022-05-31,Loja_3,GO,Blusa,PP,Preto,128.95,50,6447.5,Verão,Aparecida de Goiânia,Inbound
2024-03-25,Loja_5,GO,Camiseta,G,Preto,157.79,9,1420.11,Verão,Anápolis,Inbound
2022-04-03,Loja_7,BA,Jaqueta,M,Preto,71.94,51,3668.94,Verão,Feira de Santana,Outbound
2023-04-23,Loja_24,BA,Jaqueta,G,Vermelho,203.2,29,5892.8,Verão,Vitória da Conquista,Outbound
2023-10-07,Loja_20,MG,Blusa,PP,Preto,71.63,99,7091.37,Inverno,Belo Horizonte,Outbound
2024-01-07,Loja_17,DF,Jaqueta,PP,Preto,37.4,25,935.0,Primavera,Brasília,Outbound
2022-11-14,Loja_43,SP,Camiseta,M,Azul,217.29,40,8691.6,Inverno,Santos,Inbound
2022-12-26,Loja_40,PE,Blusa,PP,Branco,246.49,72,17747.28,Primavera,Olinda,Inbound
2022-03-02,Loja_46,DF,Jaqueta,M,Preto,152.91,64,9786.24,Verão,Brasília,Outbound
2023-02-23,Loja_7,SP,Short,P,Vermelho,136.6,97,13250.2,Primavera,São Paulo,Inbound
2022-09-06,Loja_6,SP,Short,GG,Rosa,130.82,88,11512.16,Inverno,Campinas,Outbound
2022-01-25,Loja_5,RJ,Short,M,Azul,233.2,18,4197.6,Primavera,Rio de Janeiro,Outbound
2023-04-22,Loja_43,PE,Calça Jeans,GG,Azul,278.43,94,26172.42,Verão,Olinda,Inbound
2023-12-12,Loja_39,MG,Macacão,M,Verde,294.52,41,12075.32,Primavera,Uberlândia,Inbound
2024-02-20,Loja_16,PE,Macacão,G,Azul,170.61,99,16890.39,Primavera,Recife,Inbound
2023-04-19,Loja_33,PE,Short,GG,Verde,271.23,99,26851.77,Verão,Olinda,Outbound
2023-10-31,Loja_33,BA,Camiseta,G,Vermelho,36.65,93,3408.45,Inverno,Vitória da Conquista,Inbound
2023-08-06,Loja_1,SP,Calça Jeans,M,Amarelo,215.76,2,431.52,Outono,São Paulo,Inbound
2022-11-30,Loja_47,PR,Short,GG,Vermelho,216.54,66,14291.64,Inverno,Londrina,Inbound
2023-04-23,Loja_25,MG,Saia,P,Branco,177.92,50,8896.0,Verão,Uberlândia,Outbound
2022-03-20,Loja_16,SP,Camiseta,PP,Amarelo,110.9,4,443.6,Verão,Campinas,Outbound
2023-02-12,Loja_46,BA,Jaqueta,GG,Vermelho,148.9,80,11912.0,Primavera,Vitória da Conquista,Outbound
2022-11-11,Loja_24,SC,Calça Jeans,GG,Preto,141.68,14,1983.52,Inverno,Joinville,Outbound
2022-06-28,Loja_36,GO,Calça Jeans,GG,Vermelho,170.51,97,16539.47,Outono,Aparecida de Goiânia,Inbound
2023-06-28,Loja_34,MG,Jaqueta,M,Amarelo,46.53,22,1023.66,Outono,Uberlândia,Inbound
2023-02-10,Loja_1,DF,Jaqueta,GG,Amarelo,251.97,20,5039.4,Primavera,Brasília,Outbound
2023-05-25,Loja_19,RS,Calça Jeans,PP,Cinza,69.27,5,346.35,Verão,Porto Alegre,Inbound
2023-10-11,Loja_31,BA,Macacão,G,Cinza,216.06,31,6697.86,Inverno,Feira de Santana,Outbound
2023-02-14,Loja_49,SP,Jaqueta,M,Branco,140.01,9,1260.09,Primavera,Santos,Outbound
2023-09-15,Loja_10,MG,Short,M,Rosa,53.4,58,3097.2,Inverno,Uberlândia,Outbound
2024-01-19,Loja_39,RS,Blusa,GG,Preto,235.83,67,15800.61,Primavera,Porto Alegre,Inbound
2022-07-18,Loja_22,SC,Saia,PP,Azul,252.84,72,18204.48,Outono,Joinville,Inbound
2023-03-03,Loja_25,SP,Saia,M,Verde,165.16,77,12717.32,Verão,Campinas,Outbound
2022-02-26,Loja_47,PR,Camiseta,P,Vermelho,234.86,25,5871.5,Primavera,Londrina,Inbound
2023-08-06,Loja_1,BA,Macacão,G,Rosa,216.71,23,4984.33,Outono,Salvador,Inbound
2023-07-26,Loja_49,DF,Vestido,P,Branco,204.46,79,16152.34,Outono,Brasília,Outbound
2024-03-18,Loja_12,PE,Macacão,G,Amarelo,89.6,97,8691.2,Verão,Caruaru,Inbound
2024-01-09,Loja_10,RJ,Short,PP,Verde,290.74,13,3779.62,Primavera,Rio de Janeiro,Outbound
2024-03-19,Loja_26,PE,Vestido,M,Amarelo,83.63,90,7526.7,Verão,Recife,Outbound
2022-03-15,Loja_4,RJ,Saia,M,Preto,82.76,49,4055.24,Verão,Rio de Janeiro,Outbound
2023-08-27,Loja_44,SC,Jaqueta,G,Cinza,268.7,16,4299.2,Outono,Florianópolis,Inbound
2023-10-21,Loja_2,PR,Calça Jeans,G,Vermelho,142.93,80,11434.4,Inverno,Curitiba,Outbound
2022-09-08,Loja_5,SC,Calça Jeans,PP,Cinza,132.7,87,11544.9,Inverno,Blumenau,Inbound
2023-01-08,Loja_17,GO,Macacão,P,Verde,274.12,8,2192.96,Primavera,Goiânia,Inbound
2023-07-13,Loja_37,RJ,Calça Jeans,GG,Rosa,109.17,7,764.19,Outono,Petrópolis,Inbound
2024-03-09,Loja_48,MG,Blusa,GG,Verde,103.75,29,3008.75,Verão,Contagem,Inbound
2022-10-28,Loja_36,RS,Saia,P,Azul,126.8,23,2916.4,Inverno,Pelotas,Outbound
2023-03-19,Loja_15,PE,Saia,GG,Cinza,181.74,84,15266.16,Verão,Recife,Inbound
2023-01-27,Loja_13,PR,Calça Jeans,P,Cinza,126.11,80,10088.8,Primavera,Londrina,Outbound
2022-06-29,Loja_2,RJ,Short,G,Rosa,74.11,59,4372.49,Outono,Petrópolis,Outbound
2023-05-02,Loja_49,SC,Blusa,P,Cinza,207.92,33,6861.36,Verão,Blumenau,Outbound
2022-09-24,Loja_22,RJ,Macacão,GG,Verde,203.52,69,14042.88,Inverno,Niterói,Inbound
2022-07-13,Loja_19,DF,Short,G,Preto,262.09,22,5765.98,Outono,Brasília,Outbound
2022-09-22,Loja_26,GO,Macacão,G,Cinza,242.07,14,3388.98,Inverno,Anápolis,Outbound
2023-08-27,Loja_29,GO,Blusa,P,Vermelho,120.45,2,240.9,Outono,Anápolis,Inbound
2023-03-18,Loja_34,SC,Short,M,Preto,125.92,48,6044.16,Verão,Joinville,Outbound
2023-04-20,Loja_37,BA,Saia,PP,Cinza,81.55,24,1957.2,Verão,Vitória da Conquista,Inbound
2023-08-01,Loja_4,PE,Calça Jeans,M,Cinza,232.68,51,11866.68,Outono,Caruaru,Outbound
2022-07-06,Loja_39,SP,Short,PP,Azul,248.68,23,5719.64,Outono,Santos,Inbound
2022-04-27,Loja_35,PE,Calça Jeans,M,Rosa,82.16,78,6408.48,Verão,Olinda,Inbound
2023-04-04,Loja_7,PE,Short,PP,Verde,277.71,31,8609.01,Verão,Olinda,Outbound
2022-06-30,Loja_17,RJ,Camiseta,P,Azul,286.27,50,14313.5,Outono,Petrópolis,Inbound
2023-01-15,Loja_38,GO,Jaqueta,P,Preto,35.34,10,353.4,Primavera,Aparecida de Goiânia,Inbound
2023-02-16,Loja_1,PE,Camiseta,GG,Branco,196.71,42,8261.82,Primavera,Caruaru,Inbound
2023-09-08,Loja_13,MG,Macacão,G,Amarelo,260.3,73,19001.9,Inverno,Uberlândia,Outbound
2022-11-25,Loja_11,SC,Short,G,Preto,195.87,70,13710.9,Inverno,Blumenau,Outbound
2022-08-31,Loja_48,RS,Saia,GG,Verde,49.88,46,2294.48,Outono,Caxias do Sul,Inbound
2023-12-24,Loja_26,PR,Blusa,P,Preto,219.03,74,16208.22,Primavera,Maringá,Outbound
2022-04-26,Loja_35,RS,Vestido,M,Verde,251.95,63,15872.85,Verão,Porto Alegre,Inbound
2023-06-06,Loja_49,SP,Saia,P,Amarelo,37.51,16,600.16,Outono,Santos,Inbound
2023-10-08,Loja_10,MG,Camiseta,G,Vermelho,153.43,97,14882.71,Inverno,Belo Horizonte,Inbound
2022-03-14,Loja_21,SP,Calça Jeans,G,Preto,67.88,13,882.44,Verão,São Paulo,Inbound
2023-05-07,Loja_30,RS,Short,GG,Vermelho,155.86,25,3896.5,Verão,Pelotas,Outbound
2023-12-16,Loja_31,RS,Short,G,Vermelho,131.77,39,5139.03,Primavera,Caxias do Sul,Outbound
2022-01-23,Loja_37,PE,Short,P,Verde,210.22,33,6937.26,Primavera,Recife,Inbound
2023-10-13,Loja_12,RS,Saia,P,Rosa,59.76,41,2450.16,Inverno,Pelotas,Outbound
2023-06-25,Loja_25,MG,Camiseta,GG,Cinza,103.64,34,3523.76,Outono,Belo Horizonte,Outbound
2022-09-11,Loja_25,GO,Macacão,M,Rosa,236.45,7,1655.15,Inverno,Aparecida de Goiânia,Outbound
2023-05-24,Loja_12,RS,Blusa,P,Cinza,190.73,47,8964.31,Verão,Pelotas,Outbound
2022-02-01,Loja_22,BA,Camiseta,PP,Cinza,234.57,18,4222.26,Primavera,Salvador,Outbound
2023-03-22,Loja_15,GO,Camiseta,G,Preto,204.08,88,17959.04,Verão,Anápolis,Outbound
2023-03-16,Loja_45,PR,Vestido,P,Cinza,87.73,59,5176.07,Verão,Londrina,Inbound
2022-10-24,Loja_26,RS,Saia,M,Amarelo,151.67,64,9706.88,Inverno,Caxias do Sul,Inbound
2022-02-21,Loja_6,GO,Saia,P,Amarelo,111.29,12,1335.48,Primavera,Goiânia,Inbound
2022-03-18,Loja_48,DF,Jaqueta,PP,Azul,114.81,81,9299.61,Verão,Brasília,Outbound
2022-01-15,Loja_23,RS,Calça Jeans,M,Amarelo,250.54,22,5511.88,Primavera,Caxias do Sul,Inbound
2023-04-03,Loja_16,DF,Blusa,PP,Rosa,120.9,51,6165.9,Verão,Brasília,Outbound
2022-08-13,Loja_27,DF,Saia,PP,Amarelo,171.16,70,11981.2,Outono,Brasília,Inbound
2022-09-08,Loja_43,RJ,Vestido,PP,Verde,202.34,21,4249.14,Inverno,Petrópolis,Outbound
2022-03-17,Loja_25,MG,Vestido,GG,Vermelho,284.5,83,23613.5,Verão,Contagem,Outbound
2023-01-17,Loja_44,PE,Calça Jeans,GG,Vermelho,55.57,91,5056.87,Primavera,Olinda,Inbound
2024-02-26,Loja_28,SP,Camiseta,P,Rosa,104.98,19,1994.62,Primavera,São Paulo,Outbound
2022-09-12,Loja_30,PE,Blusa,GG,Cinza,40.11,62,2486.82,Inverno,Olinda,Inbound
2022-08-29,Loja_13,RJ,Macacão,M,Preto,206.8,3,620.4,Outono,Rio de Janeiro,Inbound
2022-10-25,Loja_36,DF,Vestido,P,Azul,273.94,86,23558.84,Inverno,Brasília,Outbound
2023-01-09,Loja_42,SC,Jaqueta,G,Azul,63.23,80,5058.4,Primavera,Blumenau,Outbound
2022-05-29,Loja_45,PE,Short,PP,Cinza,173.98,91,15832.18,Verão,Caruaru,Outbound
2023-03-04,Loja_1,MG,Macacão,P,Verde,76.36,98,7483.28,Verão,Uberlândia,Outbound
2024-02-29,Loja_29,GO,Macacão,P,Vermelho,159.98,17,2719.66,Primavera,Anápolis,Outbound
2024-02-12,Loja_39,RJ,Calça Jeans,G,Rosa,278.61,29,8079.69,Primavera,Petrópolis,Outbound
2023-12-13,Loja_27,RJ,Saia,M,Cinza,221.54,79,17501.66,Primavera,Niterói,Outbound
2023-07-29,Loja_4,PR,Vestido,P,Branco,244.09,52,12692.68,Outono,Curitiba,Outbound
2022-10-07,Loja_41,MG,Vestido,GG,Cinza,242.51,21,5092.71,Inverno,Belo Horizonte,Inbound
2022-07-21,Loja_17,GO,Short,G,Verde,213.43,90,19208.7,Outono,Anápolis,Outbound
2024-02-14,Loja_18,MG,Calça Jeans,G,Verde,260.65,93,24240.45,Primavera,Belo Horizonte,Inbound
2023-02-01,Loja_25,SP,Vestido,M,Cinza,50.79,38,1930.02,Primavera,São Paulo,Outbound
2022-01-06,Loja_41,SP,Macacão,M,Branco,153.94,98,15086.12,Primavera,Campinas,Inbound
2022-07-22,Loja_10,BA,Calça Jeans,G,Azul,170.75,54,9220.5,Outono,Vitória da Conquista,Inbound
2024-01-13,Loja_35,MG,Macacão,PP,Verde,292.76,83,24299.08,Primavera,Contagem,Outbound
2022-12-01,Loja_6,GO,Short,GG,Amarelo,213.07,83,17684.81,Primavera,Goiânia,Inbound
2023-12-12,Loja_21,RJ,Camiseta,PP,Rosa,111.7,35,3909.5,Primavera,Petrópolis,Outbound
2023-08-15,Loja_49,MG,Vestido,G,Preto,298.01,70,20860.7,Outono,Uberlândia,Inbound
2022-06-28,Loja_44,SP,Short,PP,Preto,75.45,85,6413.25,Outono,Santos,Outbound
2023-10-19,Loja_5,SP,Macacão,GG,Cinza,259.29,51,13223.79,Inverno,Campinas,Outbound
2023-06-16,Loja_7,RS,Vestido,M,Verde,131.32,55,7222.6,Outono,Caxias do Sul,Inbound
2023-12-12,Loja_20,BA,Blusa,P,Rosa,67.58,69,4663.02,Primavera,Salvador,Outbound
2023-11-17,Loja_45,MG,Short,GG,Preto,292.66,19,5560.54,Inverno,Belo Horizonte,Outbound
2024-03-11,Loja_6,PE,Vestido,PP,Rosa,185.06,67,12399.02,Verão,Caruaru,Outbound
2023-02-26,Loja_5,PE,Blusa,PP,Vermelho,114.77,43,4935.11,Primavera,Olinda,Inbound
2022-01-14,Loja_18,SC,Vestido,M,Amarelo,90.65,76,6889.4,Primavera,Joinville,Outbound
2024-02-11,Loja_26,BA,Macacão,M,Branco,64.87,94,6097.78,Primavera,Salvador,Inbound
2023-06-13,Loja_28,BA,Camiseta,M,Rosa,290.03,18,5220.54,Outono,Vitória da Conquista,Outbound
2022-06-09,Loja_32,BA,Saia,GG,Verde,135.14,90,12162.6,Outono,Salvador,Outbound
2022-09-25,Loja_10,RJ,Blusa,PP,Vermelho,194.74,63,12268.62,Inverno,Rio de Janeiro,Outbound
2022-04-20,Loja_25,SC,Saia,G,Verde,35.94,31,1114.14,Verão,Florianópolis,Outbound
2022-03-17,Loja_35,SC,Saia,GG,Rosa,165.37,14,2315.18,Verão,Joinville,Inbound
2022-04-30,Loja_10,MG,Saia,M,Verde,139.25,84,11697.0,Verão,Belo Horizonte,Inbound
2023-03-26,Loja_14,GO,Macacão,G,Cinza,152.57,18,2746.26,Verão,Goiânia,Outbound
2022-02-03,Loja_32,SC,Calça Jeans,GG,Branco,289.9,65,18843.5,Primavera,Blumenau,Inbound
2023-02-15,Loja_18,PR,Macacão,GG,Cinza,104.06,84,8741.04,Primavera,Maringá,Outbound
2023-10-20,Loja_19,SC,Jaqueta,M,Amarelo,289.55,10,2895.5,Inverno,Blumenau,Inbound
2023-11-18,Loja_1,PR,Blusa,PP,Verde,120.78,100,12078.0,Inverno,Londrina,Outbound
2022-03-22,Loja_36,BA,Camiseta,G,Branco,189.04,97,18336.88,Verão,Salvador,Inbound
2022-06-29,Loja_19,PR,Jaqueta,M,Cinza,200.48,87,17441.76,Outono,Londrina,Outbound
2023-01-25,Loja_23,RJ,Blusa,G,Amarelo,274.81,59,16213.79,Primavera,Petrópolis,Outbound
2023-10-09,Loja_43,PR,Vestido,G,Branco,39.35,83,3266.05,Inverno,Maringá,Outbound
2023-12-28,Loja_22,DF,Vestido,P,Preto,292.8,54,15811.2,Primavera,Brasília,Inbound
2023-05-05,Loja_3,SC,Jaqueta,GG,Vermelho,162.36,79,12826.44,Verão,Florianópolis,Outbound
2022-01-21,Loja_33,MG,Jaqueta,P,Cinza,66.42,26,1726.92,Primavera,Uberlândia,Outbound
2022-05-19,Loja_14,BA,Blusa,GG,Azul,210.9,33,6959.7,Verão,Feira de Santana,Outbound
2022-05-31,Loja_47,MG,Macacão,GG,Preto,83.6,64,5350.4,Verão,Uberlândia,Inbound
2022-11-27,Loja_43,PE,Jaqueta,G,Cinza,93.43,21,1962.03,Inverno,Olinda,Inbound
2023-09-02,Loja_13,DF,Camiseta,M,Amarelo,142.25,40,5690.0,Inverno,Brasília,Outbound
2022-12-03,Loja_16,SC,Blusa,P,Branco,167.61,68,11397.48,Primavera,Joinville,Outbound
2022-06-13,Loja_1,RJ,Short,M,Vermelho,193.59,8,1548.72,Outono,Petrópolis,Inbound
2024-01-14,Loja_15,GO,Saia,P,Cinza,232.14,44,10214.16,Primavera,Aparecida de Goiânia,Outbound
2023-06-11,Loja_33,MG,Short,P,Cinza,160.88,14,2252.32,Outono,Uberlândia,Outbound
2022-06-08,Loja_19,RS,Camiseta,PP,Azul,60.65,59,3578.35,Outono,Porto Alegre,Outbound
2023-11-24,Loja_10,GO,Camiseta,GG,Verde,65.89,40,2635.6,Inverno,Anápolis,Inbound
2023-03-08,Loja_9,BA,Vestido,PP,Branco,253.09,67,16957.03,Verão,Vitória da Conquista,Inbound
2022-05-10,Loja_49,SP,Macacão,PP,Cinza,115.41,82,9463.62,Verão,Campinas,Inbound
2022-06-26,Loja_43,RS,Jaqueta,PP,Vermelho,142.59,53,7557.27,Outono,Caxias do Sul,Outbound
2024-01-17,Loja_10,BA,Jaqueta,PP,Azul,184.43,41,7561.63,Primavera,Feira de Santana,Outbound
2023-12-14,Loja_19,DF,Camiseta,M,Rosa,48.55,25,1213.75,Primavera,Brasília,Inbound
2022-02-13,Loja_20,RJ,Vestido,PP,Azul,149.77,39,5841.03,Primavera,Niterói,Inbound
2023-09-12,Loja_8,PR,Saia,P,Cinza,149.74,72,10781.28,Inverno,Londrina,Inbound
2022-10-02,Loja_45,SC,Calça Jeans,P,Vermelho,213.76,76,16245.76,Inverno,Joinville,Inbound
2022-01-08,Loja_12,SP,Camiseta,M,Rosa,142.05,18,2556.9,Primavera,Campinas,Inbound
2022-09-11,Loja_14,DF,Jaqueta,PP,Amarelo,244.13,14,3417.82,Inverno,Brasília,Inbound
2023-09-10,Loja_42,MG,Jaqueta,PP,Vermelho,259.92,77,20013.84,Inverno,Belo Horizonte,Outbound
2023-07-09,Loja_32,GO,Macacão,PP,Preto,80.71,29,2340.59,Outono,Anápolis,Inbound
2023-10-06,Loja_34,MG,Saia,P,Branco,36.31,80,2904.8,Inverno,Contagem,Inbound
2023-03-31,Loja_43,PR,Jaqueta,M,Amarelo,283.83,59,16745.97,Verão,Curitiba,Outbound
2022-01-29,Loja_11,MG,Macacão,M,Branco,230.47,45,10371.15,Primavera,Uberlândia,Inbound
2023-09-30,Loja_15,SC,Camiseta,PP,Preto,194.72,79,15382.88,Inverno,Florianópolis,Outbound
2022-08-05,Loja_29,SP,Calça Jeans,P,Azul,46.56,36,1676.16,Outono,Santos,Outbound
2022-10-22,Loja_4,BA,Saia,GG,Azul,52.06,34,1770.04,Inverno,Feira de Santana,Outbound
2022-07-08,Loja_43,PR,Jaqueta,G,Rosa,92.98,12,1115.76,Outono,Maringá,Inbound
2022-03-26,Loja_1,SP,Camiseta,PP,Verde,210.16,23,4833.68,Verão,Campinas,Outbound
2022-12-29,Loja_15,RJ,Short,GG,Verde,34.52,7,241.64,Primavera,Rio de Janeiro,Outbound
2022-07-02,Loja_3,GO,Macacão,GG,Vermelho,265.96,81,21542.76,Outono,Aparecida de Goiânia,Outbound
2024-03-10,Loja_34,GO,Short,PP,Cinza,52.99,49,2596.51,Verão,Aparecida de Goiânia,Inbound
2022-11-12,Loja_5,SC,Blusa,P,Amarelo,254.54,22,5599.88,Inverno,Florianópolis,Outbound
2022-09-03,Loja_35,SP,Short,P,Azul,123.79,52,6437.08,Inverno,Santos,Outbound
2023-02-27,Loja_23,RS,Macacão,P,Cinza,87.56,68,5954.08,Primavera,Pelotas,Outbound
2022-07-24,Loja_29,DF,Camiseta,G,Azul,108.13,19,2054.47,Outono,Brasília,Outbound
2024-03-29,Loja_4,MG,Blusa,PP,Verde,151.96,58,8813.68,Verão,Contagem,Outbound
2024-02-26,Loja_35,RS,Saia,M,Verde,215.67,10,2156.7,Primavera,Caxias do Sul,Inbound
2022-02-07,Loja_23,SC,Vestido,P,Preto,32.49,50,1624.5,Primavera,Florianópolis,Outbound
2024-03-16,Loja_50,DF,Macacão,G,Amarelo,160.81,11,1768.91,Verão,Brasília,Outbound
2023-04-25,Loja_40,BA,Camiseta,M,Amarelo,120.99,29,3508.71,Verão,Vitória da Conquista,Outbound
2022-11-12,Loja_14,DF,Camiseta,G,Amarelo,60.07,96,5766.72,Inverno,Brasília,Inbound
2022-11-27,Loja_2,MG,Calça Jeans,M,Rosa,189.11,49,9266.39,Inverno,Uberlândia,Inbound
2024-03-28,Loja_37,RJ,Vestido,M,Verde,62.07,64,3972.48,Verão,Niterói,Inbound
2024-01-31,Loja_43,PE,Jaqueta,G,Azul,246.02,44,10824.88,Primavera,Olinda,Outbound
2022-03-30,Loja_4,SC,Calça Jeans,P,Azul,290.11,1,290.11,Verão,Joinville,Inbound
2022-03-30,Loja_38,PR,Saia,M,Azul,103.17,44,4539.48,Verão,Londrina,Outbound
2022-12-27,Loja_21,BA,Short,P,Branco,205.04,10,2050.4,Primavera,Feira de Santana,Inbound
2023-04-19,Loja_8,BA,Blusa,M,Azul,298.39,12,3580.68,Verão,Feira de Santana,Outbound
2022-11-04,Loja_26,SC,Jaqueta,GG,Azul,152.07,18,2737.26,Inverno,Florianópolis,Inbound
2022-12-24,Loja_13,PE,Camiseta,M,Rosa,83.91,99,8307.09,Primavera,Caruaru,Outbound
2023-01-28,Loja_37,SP,Saia,P,Cinza,123.26,9,1109.34,Primavera,São Paulo,Outbound
2022-10-10,Loja_12,GO,Macacão,PP,Cinza,186.23,87,16202.01,Inverno,Goiânia,Inbound
2022-08-19,Loja_36,DF,Blusa,G,Verde,274.74,51,14011.74,Outono,Brasília,Inbound
2023-04-09,Loja_11,PR,Camiseta,PP,Azul,227.73,37,8426.01,Verão,Londrina,Inbound
2022-03-20,Loja_41,PE,Blusa,P,Rosa,101.35,77,7803.95,Verão,Olinda,Inbound
2022-03-19,Loja_18,RS,Macacão,P,Preto,34.3,22,754.6,Verão,Pelotas,Outbound
2024-01-24,Loja_13,SP,Blusa,P,Branco,253.19,9,2278.71,Primavera,Campinas,Inbound
2023-07-04,Loja_46,PR,Camiseta,PP,Verde,253.4,63,15964.2,Outono,Londrina,Inbound
2023-08-10,Loja_25,DF,Macacão,M,Preto,173.93,22,3826.46,Outono,Brasília,Outbound
2022-08-01,Loja_49,PE,Jaqueta,GG,Amarelo,86.1,84,7232.4,Outono,Recife,Outbound
2022-10-07,Loja_19,MG,Short,GG,Branco,116.07,86,9982.02,Inverno,Belo Horizonte,Outbound
2023-08-04,Loja_3,DF,Blusa,GG,Azul,168.47,94,15836.18,Outono,Brasília,Outbound
2022-02-19,Loja_29,RJ,Saia,G,Amarelo,56.47,20,1129.4,Primavera,Petrópolis,Outbound
2024-02-11,Loja_8,PE,Blusa,GG,Verde,142.91,98,14005.18,Primavera,Olinda,Outbound
2023-11-20,Loja_35,MG,Jaqueta,G,Amarelo,86.18,58,4998.44,Inverno,Uberlândia,Outbound
2022-07-22,Loja_33,DF,Blusa,GG,Vermelho,178.32,12,2139.84,Outono,Brasília,Outbound
2022-12-27,Loja_2,GO,Jaqueta,G,Amarelo,259.23,81,20997.63,Primavera,Anápolis,Outbound
2022-09-14,Loja_22,PE,Short,M,Preto,85.72,76,6514.72,Inverno,Caruaru,Inbound
2022-11-17,Loja_47,MG,Saia,M,Rosa,261.9,20,5238.0,Inverno,Belo Horizonte,Outbound
2023-02-14,Loja_44,BA,Macacão,P,Amarelo,245.2,2,490.4,Primavera,Feira de Santana,Inbound
2022-12-07,Loja_44,MG,Camiseta,GG,Azul,205.5,69,14179.5,Primavera,Belo Horizonte,Outbound
2023-06-01,Loja_43,SC,Camiseta,GG,Vermelho,257.75,74,19073.5,Outono,Joinville,Outbound
2024-02-24,Loja_32,SP,Jaqueta,GG,Cinza,95.15,25,2378.75,Primavera,Santos,Outbound
2023-07-12,Loja_7,PE,Saia,P,Verde,138.62,62,8594.44,Outono,Caruaru,Inbound
2023-01-17,Loja_49,GO,Calça Jeans,P,Vermelho,93.17,9,838.53,Primavera,Aparecida de Goiânia,Outbound
2024-03-26,Loja_2,DF,Calça Jeans,PP,Azul,192.05,49,9410.45,Verão,Brasília,Outbound
2023-02-01,Loja_3,RJ,Blusa,GG,Cinza,244.02,28,6832.56,Primavera,Rio de Janeiro,Outbound
2022-11-27,Loja_9,DF,Vestido,P,Verde,291.17,5,1455.85,Inverno,Brasília,Outbound
2023-01-17,Loja_22,PE,Camiseta,M,Preto,48.33,34,1643.22,Primavera,Caruaru,Inbound
